Month,t2.medium
12193,1159
12194,1159
12195,1159
12196,1159
12197,1159
12198,1159
12199,1159
12200,1159
12201,1159
12202,1159
12203,1159
12204,1159
12205,1159
12206,1159
12207,1159
12208,1159
12209,1159
12210,1159
12211,1159
12212,1159
12213,1159
12214,1159
12215,1159
12216,1159
12217,1159
12218,1159
12219,1159
12220,1159
12221,1159
12222,1159
12223,1159
12224,1159
12225,1159
12226,1159
12227,1159
12228,1159
12229,1159
12230,1159
12231,1159
12232,1159
12233,1159
12234,1159
12235,1159
12236,1159
12237,1159
12238,1159
12239,1159
12240,1159
12241,1159
12242,1159
12243,1159
12244,1159
12245,1159
12246,1159
12247,1159
12248,1159
12249,1159
12250,1159
12251,1159
12252,1159
12253,1159
12254,1159
12255,1159
12256,1159
12257,1159
12258,1159
12259,1159
12260,1159
12261,1159
12262,1159
12263,1159
12264,1159
12265,1159
12266,1159
12267,1159
12268,1159
12269,1159
12270,1159
12271,1159
12272,1159
12273,1159
12274,1159
12275,1159
12276,1159
12277,1159
12278,1159
12279,1159
12280,1159
12281,1159
12282,1159
12283,1159
12284,1159
12285,1159
12286,1159
12287,1159
12288,1159
12289,1159
12290,1159
12291,1159
12292,1159
12293,1159
12294,1159
12295,1159
12296,1159
12297,1159
12298,1159
12299,1159
12300,1159
12301,1159
12302,1159
12303,1159
12304,1159
12305,1159
12306,1159
12307,1159
12308,1159
12309,1159
12310,1159
12311,1159
12312,1159
12313,1159
12314,1159
12315,1159
12316,1159
12317,1159
12318,1159
12319,1159
12320,1159
12321,1159
12322,1159
12323,1159
12324,1159
12325,1159
12326,1159
12327,1159
12328,1159
12329,1159
12330,1159
12331,1159
12332,1159
12333,1159
12334,1159
12335,1159
12336,1159
12337,1159
12338,1159
12339,1159
12340,1159
12341,1159
12342,1159
12343,1159
12344,1159
12345,1159
12346,1159
12347,1159
12348,1159
12349,1159
12350,1159
12351,1159
12352,1159
12353,1159
12354,1159
12355,1159
12356,1159
12357,1159
12358,1159
12359,1159
12360,1159
12361,1159
12362,1159
12363,1159
12364,1159
12365,1159
12366,1159
12367,1159
12368,1159
12369,1159
12370,1159
12371,1159
12372,1159
12373,1159
12374,1159
12375,1159
12376,1159
12377,1159
12378,1159
12379,1159
12380,1159
12381,1159
12382,1159
12383,1159
12384,1159
12385,1159
12386,1159
12387,1159
12388,1159
12389,1159
12390,1159
12391,1159
12392,1159
12393,1159
12394,1159
12395,1159
12396,1159
12397,1159
12398,1159
12399,1159
12400,1159
12401,1159
12402,1159
12403,1159
12404,1159
12405,1159
12406,1159
12407,1159
12408,1159
12409,1159
12410,1159
12411,1159
12412,1159
12413,1159
12414,1159
12415,1159
12416,1159
12417,1159
12418,1159
12419,1159
12420,1159
12421,1159
12422,1159
12423,1159
12424,1159
12425,1159
12426,1159
12427,1159
12428,1159
12429,1159
12430,1159
12431,1159
12432,1159
12433,1159
12434,1159
12435,1159
12436,1159
12437,1159
12438,1159
12439,1159
12440,1159
12441,1159
12442,1159
12443,1159
12444,1159
12445,1159
12446,1159
12447,1159
12448,1159
12449,1159
12450,1159
12451,1159
12452,1159
12453,1159
12454,1159
12455,1159
12456,1159
12457,1159
12458,1159
12459,1159
12460,1159
12461,1159
12462,1159
12463,1159
12464,1159
12465,1159
12466,1159
12467,1159
12468,1159
12469,1159
12470,1159
12471,1159
12472,1159
12473,1159
12474,1159
12475,1159
12476,1159
12477,1159
12478,1159
12479,1159
12480,1159
12481,1159
12482,1159
12483,1159
12484,1159
12485,1159
12486,1159
12487,1159
12488,1159
12489,1159
12490,1159
12491,1159
12492,1159
12493,1159
12494,1159
12495,1159
12496,1159
12497,1159
12498,1159
12499,1159
12500,1159
12501,1159
12502,1159
12503,1159
12504,1159
12505,1159
12506,1159
12507,1159
12508,1159
12509,1159
12510,1159
12511,1159
12512,1159
12513,1159
12514,1159
12515,1159
12516,1159
12517,1159
12518,1159
12519,1159
12520,1159
12521,1159
12522,1159
12523,1159
12524,1159
12525,1159
12526,1159
12527,1159
12528,1159
12529,1159
12530,1159
12531,1159
12532,1159
12533,1159
12534,1159
12535,1159
12536,1159
12537,1159
12538,1159
12539,1159
12540,1159
12541,1159
12542,1159
12543,1159
12544,1159
12545,1159
12546,1159
12547,1159
12548,1159
12549,1159
12550,1159
12551,1159
12552,1159
12553,1159
12554,1159
12555,1159
12556,1159
12557,1159
12558,1159
12559,1159
12560,1159
12561,1159
12562,1159
12563,1159
12564,1159
12565,1159
12566,1159
12567,1159
12568,1159
12569,1159
12570,1159
12571,1159
12572,1159
12573,1159
12574,1159
12575,1159
12576,1159
12577,1159
12578,1159
12579,1159
12580,1159
12581,1159
12582,1159
12583,1159
12584,1159
12585,1159
12586,1159
12587,1159
12588,1159
12589,1159
12590,1159
12591,1159
12592,1159
12593,1159
12594,1159
12595,1159
12596,1159
12597,1159
12598,1159
12599,1159
12600,1159
12601,1159
12602,1159
12603,1159
12604,1159
12605,1159
12606,1159
12607,1159
12608,1159
12609,1159
12610,1159
12611,1159
12612,1159
12613,1159
12614,1159
12615,1159
12616,1159
12617,1159
12618,1159
12619,1159
12620,1159
12621,1159
12622,1159
12623,1159
12624,1159
12625,1159
12626,1159
12627,1159
12628,1159
12629,1159
12630,1159
12631,1159
12632,1159
12633,1159
12634,1159
12635,1159
12636,1159
12637,1159
12638,1159
12639,1159
12640,1159
12641,1159
12642,1159
12643,1159
12644,1159
12645,1159
12646,1159
12647,1159
12648,1159
12649,1159
12650,1159
12651,1159
12652,1159
12653,1159
12654,1159
12655,1159
12656,1159
12657,1159
12658,1159
12659,1159
12660,1159
12661,1159
12662,1159
12663,1159
12664,1159
12665,1159
12666,1159
12667,1159
12668,1159
12669,1159
12670,1159
12671,1159
12672,1159
12673,1159
12674,1159
12675,1159
12676,1159
12677,1159
12678,1159
12679,1159
12680,1159
12681,1159
12682,1159
12683,1159
12684,1159
12685,1159
12686,1159
12687,1159
12688,1159
12689,1159
12690,1159
12691,1159
12692,1159
12693,1159
12694,1159
12695,1159
12696,1159
12697,1159
12698,1159
12699,1159
12700,1159
12701,1159
12702,1159
12703,1159
12704,1159
12705,1159
12706,1159
12707,1159
12708,1159
12709,1159
12710,1159
12711,1159
12712,1159
12713,1159
12714,1159
12715,1159
12716,1159
12717,1159
12718,1159
12719,1159
12720,1159
12721,1159
12722,1159
12723,1159
12724,1159
12725,1159
12726,1159
12727,1159
12728,1159
12729,1159
12730,1159
12731,1159
12732,1159
12733,1159
12734,1159
12735,1159
12736,1159
12737,1159
12738,1159
12739,1159
12740,1159
12741,1159
12742,1159
12743,1159
12744,1159
12745,1159
12746,1159
12747,1159
12748,1159
12749,1159
12750,1159
12751,1159
12752,1159
12753,1159
12754,1159
12755,1159
12756,1159
12757,1159
12758,1159
12759,1159
12760,1159
12761,1159
12762,1159
12763,1159
12764,1159
12765,1159
12766,1159
12767,1159
12768,1159
12769,1159
12770,1159
12771,1159
12772,1159
12773,1159
12774,1159
12775,1159
12776,1159
12777,1159
12778,1159
12779,1159
12780,1159
12781,1159
12782,1159
12783,1159
12784,1159
12785,1159
12786,1159
12787,1159
12788,1159
12789,1159
12790,1159
12791,1159
12792,1159
12793,1159
12794,1159
12795,1159
12796,1159
12797,1159
12798,1159
12799,1159
12800,1159
12801,1159
12802,1159
12803,1159
12804,1159
12805,1159
12806,1159
12807,1159
12808,1159
12809,1159
12810,1159
12811,1159
12812,1159
12813,1159
12814,1159
12815,1159
12816,1159
12817,1159
12818,1159
12819,1159
12820,1159
12821,1159
12822,1159
12823,1159
12824,1159
12825,1159
12826,1159
12827,1159
12828,1159
12829,1159
12830,1159
12831,1159
12832,1159
12833,1159
12834,1159
12835,1159
12836,1159
12837,1159
12838,1159
12839,1159
12840,1159
12841,1159
12842,1159
12843,1159
12844,1159
12845,1159
12846,1159
12847,1159
12848,1159
12849,1159
12850,1159
12851,1159
12852,1159
12853,1159
12854,1159
12855,1159
12856,1159
12857,1159
12858,1159
12859,1159
12860,1159
12861,1159
12862,1159
12863,1159
12864,1159
12865,1159
12866,1159
12867,1159
12868,1159
12869,1159
12870,1159
12871,1159
12872,1159
12873,1159
12874,1159
12875,1159
12876,1159
12877,1159
12878,1159
12879,1159
12880,1159
12881,1159
12882,1159
12883,1159
12884,1159
12885,1159
12886,1159
12887,1159
12888,1159
12889,1159
12890,1159
12891,1159
12892,1159
12893,1159
12894,1159
12895,1159
12896,1159
12897,1159
12898,1159
12899,1159
12900,1159
12901,1159
12902,1159
12903,1159
12904,991
12905,991
12906,991
12907,991
12908,991
12909,991
12910,991
12911,991
12912,991
12913,991
12914,991
12915,991
12916,991
12917,991
12918,991
12919,991
12920,991
12921,991
12922,991
12923,991
12924,991
12925,991
12926,991
12927,991
12928,991
12929,991
12930,991
12931,991
12932,991
12933,991
12934,991
12935,991
12936,991
12937,991
12938,991
12939,991
12940,991
12941,991
12942,991
12943,991
12944,991
12945,991
12946,991
12947,991
12948,991
12949,991
12950,991
12951,991
12952,991
12953,991
12954,991
12955,991
12956,991
12957,991
12958,991
12959,991
12960,991
12961,991
12962,991
12963,991
12964,991
12965,991
12966,991
12967,991
12968,991
12969,991
12970,991
12971,991
12972,991
12973,991
12974,991
12975,991
12976,991
12977,991
12978,991
12979,991
12980,991
12981,991
12982,991
12983,991
12984,991
12985,991
12986,991
12987,991
12988,991
12989,991
12990,991
12991,991
12992,991
12993,991
12994,991
12995,991
12996,991
12997,991
12998,991
12999,991
13000,991
13001,991
13002,991
13003,991
13004,991
13005,991
13006,991
13007,991
13008,991
13009,991
13010,991
13011,991
13012,991
13013,991
13014,991
13015,991
13016,991
13017,991
13018,991
13019,991
13020,991
13021,991
13022,991
13023,991
13024,991
13025,991
13026,991
13027,991
13028,991
13029,991
13030,991
13031,991
13032,991
13033,991
13034,991
13035,991
13036,991
13037,991
13038,991
13039,991
13040,991
13041,991
13042,991
13043,991
13044,991
13045,991
13046,991
13047,991
13048,991
13049,991
13050,991
13051,991
13052,991
13053,991
13054,991
13055,991
13056,991
13057,991
13058,991
13059,991
13060,991
13061,991
13062,991
13063,991
13064,991
13065,991
13066,991
13067,991
13068,991
13069,991
13070,991
13071,991
13072,991
13073,991
13074,991
13075,991
13076,991
13077,991
13078,991
13079,991
13080,991
13081,991
13082,991
13083,991
13084,991
13085,991
13086,991
13087,991
13088,991
13089,991
13090,991
13091,991
13092,991
13093,991
13094,991
13095,991
13096,991
13097,991
13098,991
13099,991
13100,991
13101,991
13102,991
13103,991
13104,991
13105,991
13106,991
13107,991
13108,991
13109,991
13110,991
13111,991
13112,991
13113,991
13114,991
13115,991
13116,991
13117,991
13118,991
13119,991
13120,991
13121,991
13122,991
13123,991
13124,991
13125,991
13126,991
13127,991
13128,991
13129,991
13130,991
13131,991
13132,991
13133,991
13134,991
13135,991
13136,991
13137,991
13138,991
13139,991
13140,991
13141,991
13142,991
13143,991
13144,991
13145,991
13146,991
13147,991
13148,991
13149,991
13150,991
13151,991
13152,991
13153,991
13154,991
13155,991
13156,991
13157,991
13158,991
13159,991
13160,991
13161,991
13162,991
13163,991
13164,991
13165,991
13166,991
13167,991
13168,991
13169,991
13170,991
13171,991
13172,991
13173,991
13174,991
13175,991
13176,991
13177,991
13178,991
13179,991
13180,991
13181,991
13182,991
13183,991
13184,991
13185,991
13186,991
13187,991
13188,991
13189,991
13190,991
13191,991
13192,991
13193,991
13194,991
13195,991
13196,991
13197,991
13198,991
13199,991
13200,991
13201,991
13202,991
13203,991
13204,991
13205,991
13206,991
13207,991
13208,991
13209,991
13210,991
13211,991
13212,991
13213,991
13214,991
13215,991
13216,991
13217,991
13218,991
13219,991
13220,991
13221,991
13222,991
13223,991
13224,991
13225,991
13226,991
13227,991
13228,991
13229,991
13230,991
13231,991
13232,991
13233,991
13234,991
13235,991
13236,991
13237,991
13238,991
13239,991
13240,991
13241,991
13242,991
13243,991
13244,991
13245,991
13246,991
13247,991
13248,991
13249,991
13250,991
13251,991
13252,991
13253,991
13254,991
13255,991
13256,991
13257,991
13258,991
13259,991
13260,991
13261,991
13262,991
13263,991
13264,991
13265,991
13266,991
13267,991
13268,991
13269,991
13270,991
13271,991
13272,991
13273,991
13274,991
13275,991
13276,991
13277,991
13278,991
13279,991
13280,991
13281,991
13282,991
13283,991
13284,991
13285,991
13286,991
13287,991
13288,991
13289,991
13290,991
13291,991
13292,991
13293,991
13294,991
13295,991
13296,991
13297,991
13298,991
13299,991
13300,991
13301,991
13302,991
13303,991
13304,991
13305,991
13306,991
13307,991
13308,991
13309,991
13310,991
13311,991
13312,991
13313,991
13314,991
13315,991
13316,991
13317,991
13318,991
13319,991
13320,991
13321,991
13322,991
13323,991
13324,991
13325,991
13326,991
13327,991
13328,991
13329,991
13330,991
13331,991
13332,991
13333,991
13334,991
13335,991
13336,991
13337,991
13338,991
13339,991
13340,991
13341,991
13342,991
13343,991
13344,991
13345,991
13346,991
13347,991
13348,991
13349,991
13350,991
13351,991
13352,991
13353,991
13354,991
13355,991
13356,991
13357,991
13358,991
13359,991
13360,991
13361,991
13362,991
13363,991
13364,991
13365,991
13366,991
13367,991
13368,991
13369,991
13370,991
13371,991
13372,991
13373,991
13374,991
13375,991
13376,991
13377,991
13378,991
13379,991
13380,991
13381,991
13382,991
13383,991
13384,991
13385,991
13386,991
13387,991
13388,991
13389,991
13390,991
13391,991
13392,991
13393,991
13394,991
13395,991
13396,991
13397,991
13398,991
13399,991
13400,991
13401,991
13402,991
13403,991
13404,991
13405,991
13406,991
13407,991
13408,991
13409,991
13410,991
13411,991
13412,991
13413,991
13414,991
13415,991
13416,991
13417,991
13418,991
13419,991
13420,991
13421,991
13422,991
13423,991
13424,991
13425,991
13426,991
13427,991
13428,991
13429,991
13430,991
13431,991
13432,991
13433,991
13434,991
13435,991
13436,991
13437,991
13438,991
13439,991
13440,991
13441,991
13442,991
13443,991
13444,991
13445,991
13446,991
13447,991
13448,991
13449,991
13450,991
13451,991
13452,991
13453,991
13454,991
13455,991
13456,991
13457,991
13458,991
13459,991
13460,991
13461,991
13462,991
13463,991
13464,991
13465,991
13466,991
13467,991
13468,991
13469,991
13470,991
13471,991
13472,991
13473,991
13474,991
13475,991
13476,991
13477,991
13478,991
13479,991
13480,991
13481,991
13482,991
13483,991
13484,991
13485,991
13486,991
13487,991
13488,991
13489,991
13490,991
13491,991
13492,991
13493,991
13494,991
13495,991
13496,991
13497,991
13498,991
13499,991
13500,991
13501,991
13502,991
13503,991
13504,991
13505,991
13506,991
13507,991
13508,991
13509,991
13510,991
13511,991
13512,991
13513,991
13514,991
13515,991
13516,991
13517,991
13518,991
13519,991
13520,991
13521,991
13522,991
13523,991
13524,991
13525,991
13526,991
13527,991
13528,991
13529,991
13530,991
13531,991
13532,991
13533,991
13534,991
13535,991
13536,991
13537,991
13538,991
13539,991
13540,991
13541,991
13542,991
13543,991
13544,991
13545,991
13546,991
13547,991
13548,991
13549,991
13550,991
13551,991
13552,991
13553,991
13554,991
13555,991
13556,991
13557,991
13558,991
13559,991
13560,991
13561,991
13562,991
13563,991
13564,991
13565,991
13566,991
13567,991
13568,991
13569,991
13570,991
13571,991
13572,991
13573,991
13574,991
13575,991
13576,991
13577,991
13578,991
13579,991
13580,991
13581,991
13582,991
13583,991
13584,991
13585,991
13586,991
13587,991
13588,991
13589,991
13590,991
13591,991
13592,991
13593,991
13594,991
13595,991
13596,991
13597,991
13598,991
13599,991
13600,991
13601,991
13602,991
13603,991
13604,991
13605,991
13606,991
13607,991
13608,991
13609,991
13610,991
13611,991
13612,991
13613,991
13614,991
13615,991
13616,991
13617,991
13618,991
13619,991
13620,991
13621,991
13622,991
13623,991
13624,991
13625,991
13626,991
13627,991
13628,991
13629,991
13630,991
13631,991
13632,991
13633,991
13634,991
13635,991
13636,991
13637,991
13638,991
13639,991
13640,991
13641,991
13642,991
13643,991
13644,991
13645,991
13646,991
13647,991
13648,824
13649,824
13650,824
13651,824
13652,824
13653,824
13654,824
13655,824
13656,824
13657,824
13658,824
13659,824
13660,824
13661,824
13662,824
13663,824
13664,824
13665,824
13666,824
13667,824
13668,824
13669,824
13670,824
13671,824
13672,824
13673,824
13674,824
13675,824
13676,824
13677,824
13678,824
13679,824
13680,824
13681,824
13682,824
13683,824
13684,824
13685,824
13686,824
13687,824
13688,824
13689,824
13690,824
13691,824
13692,824
13693,824
13694,824
13695,824
13696,824
13697,824
13698,824
13699,824
13700,824
13701,824
13702,824
13703,824
13704,824
13705,824
13706,824
13707,824
13708,824
13709,824
13710,824
13711,824
13712,824
13713,824
13714,824
13715,824
13716,824
13717,824
13718,824
13719,824
13720,824
13721,824
13722,824
13723,824
13724,824
13725,824
13726,824
13727,824
13728,824
13729,824
13730,824
13731,824
13732,824
13733,824
13734,824
13735,824
13736,824
13737,824
13738,824
13739,824
13740,824
13741,824
13742,824
13743,824
13744,824
13745,824
13746,824
13747,824
13748,824
13749,824
13750,824
13751,824
13752,824
13753,824
13754,824
13755,824
13756,824
13757,824
13758,824
13759,824
13760,824
13761,824
13762,824
13763,824
13764,824
13765,824
13766,824
13767,824
13768,824
13769,824
13770,824
13771,824
13772,824
13773,824
13774,824
13775,824
13776,824
13777,824
13778,824
13779,824
13780,824
13781,824
13782,824
13783,824
13784,824
13785,824
13786,824
13787,824
13788,824
13789,824
13790,824
13791,824
13792,824
13793,824
13794,824
13795,824
13796,824
13797,824
13798,824
13799,824
13800,824
13801,824
13802,824
13803,824
13804,824
13805,824
13806,824
13807,824
13808,824
13809,824
13810,824
13811,824
13812,824
13813,824
13814,824
13815,824
13816,824
13817,824
13818,824
13819,824
13820,824
13821,824
13822,824
13823,824
13824,824
13825,824
13826,824
13827,824
13828,824
13829,824
13830,824
13831,824
13832,824
13833,824
13834,824
13835,824
13836,824
13837,824
13838,824
13839,824
13840,824
13841,824
13842,824
13843,824
13844,824
13845,824
13846,824
13847,824
13848,824
13849,824
13850,824
13851,824
13852,824
13853,824
13854,824
13855,824
13856,824
13857,824
13858,824
13859,824
13860,824
13861,824
13862,824
13863,824
13864,824
13865,824
13866,824
13867,824
13868,824
13869,824
13870,824
13871,824
13872,824
13873,824
13874,824
13875,824
13876,824
13877,824
13878,824
13879,824
13880,824
13881,824
13882,824
13883,824
13884,824
13885,824
13886,824
13887,824
13888,824
13889,824
13890,824
13891,824
13892,824
13893,824
13894,824
13895,824
13896,824
13897,824
13898,824
13899,824
13900,824
13901,824
13902,824
13903,824
13904,824
13905,824
13906,824
13907,824
13908,824
13909,824
13910,824
13911,824
13912,824
13913,824
13914,824
13915,824
13916,824
13917,824
13918,824
13919,824
13920,824
13921,824
13922,824
13923,824
13924,824
13925,824
13926,824
13927,824
13928,824
13929,824
13930,824
13931,824
13932,824
13933,824
13934,824
13935,824
13936,824
13937,824
13938,824
13939,824
13940,824
13941,824
13942,824
13943,824
13944,824
13945,824
13946,824
13947,824
13948,824
13949,824
13950,824
13951,824
13952,824
13953,824
13954,824
13955,824
13956,824
13957,824
13958,824
13959,824
13960,824
13961,824
13962,824
13963,824
13964,824
13965,824
13966,824
13967,824
13968,824
13969,824
13970,824
13971,824
13972,824
13973,824
13974,824
13975,824
13976,824
13977,824
13978,824
13979,824
13980,824
13981,824
13982,824
13983,824
13984,824
13985,824
13986,824
13987,824
13988,824
13989,824
13990,824
13991,824
13992,824
13993,824
13994,824
13995,824
13996,824
13997,824
13998,824
13999,824
14000,824
14001,824
14002,824
14003,824
14004,824
14005,824
14006,824
14007,824
14008,824
14009,824
14010,824
14011,824
14012,824
14013,824
14014,824
14015,824
14016,824
14017,824
14018,824
14019,824
14020,824
14021,824
14022,824
14023,824
14024,824
14025,824
14026,824
14027,824
14028,824
14029,824
14030,824
14031,824
14032,824
14033,824
14034,824
14035,824
14036,824
14037,824
14038,824
14039,824
14040,824
14041,824
14042,824
14043,824
14044,824
14045,824
14046,824
14047,824
14048,824
14049,824
14050,824
14051,824
14052,824
14053,824
14054,824
14055,824
14056,824
14057,824
14058,824
14059,824
14060,824
14061,824
14062,824
14063,824
14064,824
14065,824
14066,824
14067,824
14068,824
14069,824
14070,824
14071,824
14072,824
14073,824
14074,824
14075,824
14076,824
14077,824
14078,824
14079,824
14080,824
14081,824
14082,824
14083,824
14084,824
14085,824
14086,824
14087,824
14088,824
14089,824
14090,824
14091,824
14092,824
14093,824
14094,824
14095,824
14096,824
14097,824
14098,824
14099,824
14100,824
14101,824
14102,824
14103,824
14104,824
14105,824
14106,824
14107,824
14108,824
14109,824
14110,824
14111,824
14112,824
14113,824
14114,824
14115,824
14116,824
14117,824
14118,824
14119,824
14120,824
14121,824
14122,824
14123,824
14124,824
14125,824
14126,824
14127,824
14128,824
14129,824
14130,824
14131,824
14132,824
14133,824
14134,824
14135,824
14136,824
14137,824
14138,824
14139,824
14140,824
14141,824
14142,824
14143,824
14144,824
14145,824
14146,824
14147,824
14148,824
14149,824
14150,824
14151,824
14152,824
14153,824
14154,824
14155,824
14156,824
14157,824
14158,824
14159,824
14160,824
14161,824
14162,824
14163,824
14164,824
14165,824
14166,824
14167,824
14168,824
14169,824
14170,824
14171,824
14172,824
14173,824
14174,824
14175,824
14176,824
14177,824
14178,824
14179,824
14180,824
14181,824
14182,824
14183,824
14184,824
14185,824
14186,824
14187,824
14188,824
14189,824
14190,824
14191,824
14192,824
14193,824
14194,824
14195,824
14196,824
14197,824
14198,824
14199,824
14200,824
14201,824
14202,824
14203,824
14204,824
14205,824
14206,824
14207,824
14208,824
14209,824
14210,824
14211,824
14212,824
14213,824
14214,824
14215,824
14216,824
14217,824
14218,824
14219,824
14220,824
14221,824
14222,824
14223,824
14224,824
14225,824
14226,824
14227,824
14228,824
14229,824
14230,824
14231,824
14232,824
14233,824
14234,824
14235,824
14236,824
14237,824
14238,824
14239,824
14240,824
14241,824
14242,824
14243,824
14244,824
14245,824
14246,824
14247,824
14248,824
14249,824
14250,824
14251,824
14252,824
14253,824
14254,824
14255,824
14256,824
14257,824
14258,824
14259,824
14260,824
14261,824
14262,824
14263,824
14264,824
14265,824
14266,824
14267,824
14268,824
14269,824
14270,824
14271,824
14272,824
14273,824
14274,824
14275,824
14276,824
14277,824
14278,824
14279,824
14280,824
14281,824
14282,824
14283,824
14284,824
14285,824
14286,824
14287,824
14288,824
14289,824
14290,824
14291,824
14292,824
14293,824
14294,824
14295,824
14296,824
14297,824
14298,824
14299,824
14300,824
14301,824
14302,824
14303,824
14304,824
14305,824
14306,824
14307,824
14308,824
14309,824
14310,824
14311,824
14312,824
14313,824
14314,824
14315,824
14316,824
14317,824
14318,824
14319,824
14320,824
14321,824
14322,824
14323,824
14324,824
14325,824
14326,824
14327,824
14328,824
14329,824
14330,824
14331,824
14332,824
14333,824
14334,824
14335,824
14336,824
14337,824
14338,824
14339,824
14340,824
14341,824
14342,824
14343,824
14344,824
14345,824
14346,824
14347,824
14348,824
14349,824
14350,824
14351,824
14352,824
14353,824
14354,824
14355,824
14356,824
14357,824
14358,824
14359,824
14360,824
14361,824
14362,824
14363,824
14364,824
14365,824
14366,824
14367,824
14368,1159
14369,1159
14370,1159
14371,1159
14372,1159
14373,1159
14374,1159
14375,1159
14376,1159
14377,1159
14378,1159
14379,1159
14380,1159
14381,1159
14382,1159
14383,1159
14384,1159
14385,1159
14386,1159
14387,1159
14388,1159
14389,1159
